当前时间:12:30:00    当前价格:5.440000 波动价格:0.0 初始波动:0.0,比率0.0%
当前时间:09:30:51    当前价格:5.400000 波动价格:0.0 初始波动:-0.04,比率0.0074%
当前时间:09:30:52    当前价格:5.400000 波动价格:0.0 初始波动:-0.04,比率0.0074%
当前时间:09:30:53    当前价格:5.400000 波动价格:0.0 初始波动:-0.04,比率0.0074%
当前时间:09:30:54    当前价格:5.400000 波动价格:0.0 初始波动:-0.04,比率0.0074%
当前时间:09:30:55    当前价格:5.400000 波动价格:0.0 初始波动:-0.04,比率0.0074%
当前时间:09:30:56    当前价格:5.370000 波动价格:-0.03 初始波动:-0.07,比率0.0129%
当前时间:09:30:57    当前价格:5.370000 波动价格:0.0 初始波动:-0.07,比率0.0129%
当前时间:09:30:59    当前价格:5.400000 波动价格:0.03 初始波动:-0.04,比率0.0074%
当前时间:09:31:01    当前价格:5.370000 波动价格:-0.03 初始波动:-0.07,比率0.0129%
当前时间:09:31:02    当前价格:5.350000 波动价格:-0.02 初始波动:-0.09,比率0.0165%
当前时间:09:31:03    当前价格:5.350000 波动价格:0.0 初始波动:-0.09,比率0.0165%
当前时间:09:31:04    当前价格:5.370000 波动价格:0.02 初始波动:-0.07,比率0.0129%
当前时间:09:31:05    当前价格:5.350000 波动价格:-0.02 初始波动:-0.09,比率0.0165%
当前时间:09:31:06    当前价格:5.350000 波动价格:0.0 初始波动:-0.09,比率0.0165%
当前时间:09:31:07    当前价格:5.350000 波动价格:0.0 初始波动:-0.09,比率0.0165%
当前时间:09:31:08    当前价格:5.350000 波动价格:0.0 初始波动:-0.09,比率0.0165%
当前时间:09:31:09    当前价格:5.350000 波动价格:0.0 初始波动:-0.09,比率0.0165%
当前时间:09:31:10    当前价格:5.350000 波动价格:0.0 初始波动:-0.09,比率0.0165%
当前时间:09:31:11    当前价格:5.310016 波动价格:-0.039984 初始波动:-0.129984,比率0.0239%
当前时间:09:31:13    当前价格:5.300000 波动价格:-0.010016 初始波动:-0.14,比率0.0257%
当前时间:09:31:14    当前价格:5.300000 波动价格:0.0 初始波动:-0.14,比率0.0257%
当前时间:09:31:15    当前价格:5.300000 波动价格:0.0 初始波动:-0.14,比率0.0257%
当前时间:09:31:16    当前价格:5.260000 波动价格:-0.04 初始波动:-0.18,比率0.0331%
当前时间:09:31:22    当前价格:5.220000 波动价格:-0.04 初始波动:-0.22,比率0.0404%
当前时间:09:31:24    当前价格:5.200000 波动价格:-0.02 初始波动:-0.24,比率0.0441%
当前时间:09:31:26    当前价格:5.151000 波动价格:-0.049 初始波动:-0.289,比率0.0531%
当前时间:09:31:30    当前价格:5.150000 波动价格:-0.001 初始波动:-0.29,比率0.0533%
当前时间:09:31:32    当前价格:5.140000 波动价格:-0.01 初始波动:-0.3,比率0.0551%
当前时间:09:31:33    当前价格:5.132000 波动价格:-0.008 初始波动:-0.308,比率0.0566%
当前时间:09:31:34    当前价格:5.150000 波动价格:0.018 初始波动:-0.29,比率0.0533%
当前时间:09:31:35    当前价格:5.130000 波动价格:-0.02 初始波动:-0.31,比率0.057%
当前时间:09:31:37    当前价格:5.129999 波动价格:-1e-06 初始波动:-0.310001,比率0.057%
当前时间:09:31:38    当前价格:5.129999 波动价格:0.0 初始波动:-0.310001,比率0.057%
当前时间:09:31:39    当前价格:5.130000 波动价格:1e-06 初始波动:-0.31,比率0.057%
当前时间:09:31:40    当前价格:5.130000 波动价格:0.0 初始波动:-0.31,比率0.057%
当前时间:09:31:42    当前价格:5.130000 波动价格:0.0 初始波动:-0.31,比率0.057%
当前时间:09:31:43    当前价格:5.120000 波动价格:-0.01 初始波动:-0.32,比率0.0588%
当前时间:09:31:44    当前价格:5.120000 波动价格:0.0 初始波动:-0.32,比率0.0588%
当前时间:09:31:45    当前价格:5.120000 波动价格:0.0 初始波动:-0.32,比率0.0588%
当前时间:09:31:46    当前价格:5.130000 波动价格:0.01 初始波动:-0.31,比率0.057%
当前时间:09:31:48    当前价格:5.000000 波动价格:-0.13 初始波动:-0.44,比率0.0809%
当前时间:09:31:50    当前价格:4.896000 波动价格:-0.104 初始波动:-0.544,比率0.1%
当前时间:09:31:51    当前价格:5.000000 波动价格:0.104 初始波动:-0.44,比率0.0809%
当前时间:09:31:53    当前价格:4.896000 波动价格:-0.104 初始波动:-0.544,比率0.1%
当前时间:09:31:54    当前价格:4.896000 波动价格:0.0 初始波动:-0.544,比率0.1%
当前时间:09:31:56    当前价格:4.896000 波动价格:0.0 初始波动:-0.544,比率0.1%
当前时间:09:31:57    当前价格:4.900000 波动价格:0.004 初始波动:-0.54,比率0.0993%
当前时间:09:31:58    当前价格:4.900000 波动价格:0.0 初始波动:-0.54,比率0.0993%
当前时间:09:31:59    当前价格:4.900000 波动价格:0.0 初始波动:-0.54,比率0.0993%
当前时间:09:32:00    当前价格:4.900000 波动价格:0.0 初始波动:-0.54,比率0.0993%
当前时间:09:32:01    当前价格:4.900000 波动价格:0.0 初始波动:-0.54,比率0.0993%
当前时间:09:32:02    当前价格:4.900000 波动价格:0.0 初始波动:-0.54,比率0.0993%
当前时间:09:32:05    当前价格:4.896000 波动价格:-0.004 初始波动:-0.544,比率0.1%
当前时间:09:32:07    当前价格:4.900000 波动价格:0.004 初始波动:-0.54,比率0.0993%
当前时间:09:32:08    当前价格:4.900000 波动价格:0.0 初始波动:-0.54,比率0.0993%
当前时间:09:32:09    当前价格:4.896000 波动价格:-0.004 初始波动:-0.544,比率0.1%
当前时间:09:32:10    当前价格:5.000000 波动价格:0.104 初始波动:-0.44,比率0.0809%
当前时间:09:32:11    当前价格:4.900000 波动价格:-0.1 初始波动:-0.54,比率0.0993%
当前时间:09:32:12    当前价格:5.000000 波动价格:0.1 初始波动:-0.44,比率0.0809%
当前时间:09:32:13    当前价格:4.900000 波动价格:-0.1 初始波动:-0.54,比率0.0993%
当前时间:09:32:14    当前价格:4.900000 波动价格:0.0 初始波动:-0.54,比率0.0993%
当前时间:09:32:15    当前价格:5.000000 波动价格:0.1 初始波动:-0.44,比率0.0809%
当前时间:09:32:16    当前价格:5.000000 波动价格:0.0 初始波动:-0.44,比率0.0809%
当前时间:09:32:17    当前价格:5.100000 波动价格:0.1 初始波动:-0.34,比率0.0625%
当前时间:09:32:18    当前价格:5.000000 波动价格:-0.1 初始波动:-0.44,比率0.0809%
当前时间:09:32:19    当前价格:5.000000 波动价格:0.0 初始波动:-0.44,比率0.0809%
当前时间:09:32:20    当前价格:5.100000 波动价格:0.1 初始波动:-0.34,比率0.0625%
当前时间:09:32:22    当前价格:5.100000 波动价格:0.0 初始波动:-0.34,比率0.0625%
当前时间:09:32:23    当前价格:5.100000 波动价格:0.0 初始波动:-0.34,比率0.0625%
当前时间:09:32:25    当前价格:5.121000 波动价格:0.021 初始波动:-0.319,比率0.0586%
当前时间:09:32:27    当前价格:5.121000 波动价格:0.0 初始波动:-0.319,比率0.0586%
当前时间:09:32:29    当前价格:5.120000 波动价格:-0.001 初始波动:-0.32,比率0.0588%
当前时间:09:32:30    当前价格:5.100000 波动价格:-0.02 初始波动:-0.34,比率0.0625%
当前时间:09:32:31    当前价格:5.121000 波动价格:0.021 初始波动:-0.319,比率0.0586%
当前时间:09:32:32    当前价格:5.121000 波动价格:0.0 初始波动:-0.319,比率0.0586%
当前时间:09:32:34    当前价格:5.121000 波动价格:0.0 初始波动:-0.319,比率0.0586%
当前时间:09:32:35    当前价格:5.150000 波动价格:0.029 初始波动:-0.29,比率0.0533%
当前时间:09:32:37    当前价格:5.200000 波动价格:0.05 初始波动:-0.24,比率0.0441%
当前时间:09:32:39    当前价格:5.200000 波动价格:0.0 初始波动:-0.24,比率0.0441%
当前时间:09:32:41    当前价格:5.190000 波动价格:-0.01 初始波动:-0.25,比率0.046%
当前时间:09:32:42    当前价格:5.150000 波动价格:-0.04 初始波动:-0.29,比率0.0533%
当前时间:09:32:43    当前价格:5.200000 波动价格:0.05 初始波动:-0.24,比率0.0441%
当前时间:09:32:44    当前价格:5.130000 波动价格:-0.07 初始波动:-0.31,比率0.057%
当前时间:09:32:45    当前价格:5.150000 波动价格:0.02 初始波动:-0.29,比率0.0533%
当前时间:09:32:47    当前价格:5.200000 波动价格:0.05 初始波动:-0.24,比率0.0441%
当前时间:09:32:48    当前价格:5.200000 波动价格:0.0 初始波动:-0.24,比率0.0441%
当前时间:09:32:49    当前价格:5.200000 波动价格:0.0 初始波动:-0.24,比率0.0441%
当前时间:09:32:52    当前价格:5.200000 波动价格:0.0 初始波动:-0.24,比率0.0441%
当前时间:09:32:53    当前价格:5.200000 波动价格:0.0 初始波动:-0.24,比率0.0441%
当前时间:09:32:54    当前价格:5.200000 波动价格:0.0 初始波动:-0.24,比率0.0441%
当前时间:09:33:03    当前价格:5.200000 波动价格:0.0 初始波动:-0.24,比率0.0441%
当前时间:09:33:04    当前价格:5.200000 波动价格:0.0 初始波动:-0.24,比率0.0441%
当前时间:09:33:07    当前价格:5.150010 波动价格:-0.04999 初始波动:-0.28999,比率0.0533%
当前时间:09:33:09    当前价格:5.199900 波动价格:0.04989 初始波动:-0.2401,比率0.0441%
当前时间:09:33:11    当前价格:5.190000 波动价格:-0.0099 初始波动:-0.25,比率0.046%
当前时间:09:33:12    当前价格:5.150010 波动价格:-0.03999 初始波动:-0.28999,比率0.0533%
当前时间:09:33:19    当前价格:5.180000 波动价格:0.02999 初始波动:-0.26,比率0.0478%
当前时间:09:33:20    当前价格:5.155550 波动价格:-0.02445 初始波动:-0.28445,比率0.0523%
当前时间:09:33:21    当前价格:5.150110 波动价格:-0.00544 初始波动:-0.28989,比率0.0533%
当前时间:09:33:24    当前价格:5.150000 波动价格:-0.00011 初始波动:-0.29,比率0.0533%
当前时间:09:33:25    当前价格:5.150000 波动价格:0.0 初始波动:-0.29,比率0.0533%
当前时间:09:33:26    当前价格:5.150000 波动价格:0.0 初始波动:-0.29,比率0.0533%
当前时间:09:33:27    当前价格:5.130000 波动价格:-0.02 初始波动:-0.31,比率0.057%
当前时间:09:33:29    当前价格:5.121000 波动价格:-0.009 初始波动:-0.319,比率0.0586%
当前时间:09:33:30    当前价格:5.100000 波动价格:-0.021 初始波动:-0.34,比率0.0625%
当前时间:09:33:32    当前价格:5.100000 波动价格:0.0 初始波动:-0.34,比率0.0625%
当前时间:09:33:34    当前价格:5.100000 波动价格:0.0 初始波动:-0.34,比率0.0625%
当前时间:09:33:35    当前价格:5.010000 波动价格:-0.09 初始波动:-0.43,比率0.079%
当前时间:09:33:36    当前价格:5.121000 波动价格:0.111 初始波动:-0.319,比率0.0586%
当前时间:09:33:37    当前价格:5.010000 波动价格:-0.111 初始波动:-0.43,比率0.079%
当前时间:09:33:38    当前价格:5.010000 波动价格:0.0 初始波动:-0.43,比率0.079%
当前时间:09:33:43    当前价格:5.000000 波动价格:-0.01 初始波动:-0.44,比率0.0809%
当前时间:09:33:44    当前价格:5.000000 波动价格:0.0 初始波动:-0.44,比率0.0809%
当前时间:09:33:46    当前价格:5.000100 波动价格:0.0001 初始波动:-0.4399,比率0.0809%
当前时间:09:33:47    当前价格:5.000000 波动价格:-0.0001 初始波动:-0.44,比率0.0809%
当前时间:09:33:48    当前价格:5.000000 波动价格:0.0 初始波动:-0.44,比率0.0809%
当前时间:09:33:50    当前价格:5.000000 波动价格:0.0 初始波动:-0.44,比率0.0809%
当前时间:09:33:51    当前价格:5.000100 波动价格:0.0001 初始波动:-0.4399,比率0.0809%
当前时间:09:33:53    当前价格:5.000000 波动价格:-0.0001 初始波动:-0.44,比率0.0809%
当前时间:09:33:54    当前价格:5.000000 波动价格:0.0 初始波动:-0.44,比率0.0809%
当前时间:09:33:56    当前价格:5.000000 波动价格:0.0 初始波动:-0.44,比率0.0809%
当前时间:09:33:57    当前价格:5.000000 波动价格:0.0 初始波动:-0.44,比率0.0809%
当前时间:09:33:58    当前价格:5.000000 波动价格:0.0 初始波动:-0.44,比率0.0809%
当前时间:09:34:00    当前价格:5.000000 波动价格:0.0 初始波动:-0.44,比率0.0809%
当前时间:09:34:01    当前价格:4.950000 波动价格:-0.05 初始波动:-0.49,比率0.0901%
当前时间:09:34:02    当前价格:4.990000 波动价格:0.04 初始波动:-0.45,比率0.0827%
当前时间:09:34:03    当前价格:4.990000 波动价格:0.0 初始波动:-0.45,比率0.0827%
当前时间:09:34:04    当前价格:4.990000 波动价格:0.0 初始波动:-0.45,比率0.0827%
当前时间:09:34:06    当前价格:4.950000 波动价格:-0.04 初始波动:-0.49,比率0.0901%
当前时间:09:34:08    当前价格:5.000000 波动价格:0.05 初始波动:-0.44,比率0.0809%
当前时间:09:34:10    当前价格:5.000000 波动价格:0.0 初始波动:-0.44,比率0.0809%
当前时间:09:34:11    当前价格:5.000000 波动价格:0.0 初始波动:-0.44,比率0.0809%
当前时间:09:34:14    当前价格:5.000000 波动价格:0.0 初始波动:-0.44,比率0.0809%
当前时间:09:34:15    当前价格:5.000000 波动价格:0.0 初始波动:-0.44,比率0.0809%
当前时间:09:34:16    当前价格:5.000000 波动价格:0.0 初始波动:-0.44,比率0.0809%
当前时间:09:34:18    当前价格:5.000000 波动价格:0.0 初始波动:-0.44,比率0.0809%
当前时间:09:34:19    当前价格:5.000000 波动价格:0.0 初始波动:-0.44,比率0.0809%
当前时间:09:34:21    当前价格:5.010000 波动价格:0.01 初始波动:-0.43,比率0.079%
当前时间:09:34:23    当前价格:5.010000 波动价格:0.0 初始波动:-0.43,比率0.079%
当前时间:09:34:27    当前价格:5.010000 波动价格:0.0 初始波动:-0.43,比率0.079%
当前时间:09:34:29    当前价格:5.090000 波动价格:0.08 初始波动:-0.35,比率0.0643%
当前时间:09:34:30    当前价格:5.010000 波动价格:-0.08 初始波动:-0.43,比率0.079%
当前时间:09:34:33    当前价格:5.010000 波动价格:0.0 初始波动:-0.43,比率0.079%
当前时间:09:34:34    当前价格:5.090000 波动价格:0.08 初始波动:-0.35,比率0.0643%
当前时间:09:34:35    当前价格:5.020000 波动价格:-0.07 初始波动:-0.42,比率0.0772%
当前时间:09:34:38    当前价格:5.045100 波动价格:0.0251 初始波动:-0.3949,比率0.0726%
当前时间:09:34:39    当前价格:5.045100 波动价格:0.0 初始波动:-0.3949,比率0.0726%
当前时间:09:34:48    当前价格:5.050000 波动价格:0.0049 初始波动:-0.39,比率0.0717%
当前时间:09:34:52    当前价格:5.050000 波动价格:0.0 初始波动:-0.39,比率0.0717%
当前时间:09:34:54    当前价格:5.050000 波动价格:0.0 初始波动:-0.39,比率0.0717%
当前时间:09:34:55    当前价格:5.080000 波动价格:0.03 初始波动:-0.36,比率0.0662%
当前时间:09:34:56    当前价格:5.020000 波动价格:-0.06 初始波动:-0.42,比率0.0772%
当前时间:09:34:57    当前价格:5.070000 波动价格:0.05 初始波动:-0.37,比率0.068%
当前时间:09:34:58    当前价格:5.070000 波动价格:0.0 初始波动:-0.37,比率0.068%
当前时间:09:34:59    当前价格:5.010010 波动价格:-0.05999 初始波动:-0.42999,比率0.079%
当前时间:09:35:00    当前价格:5.050000 波动价格:0.03999 初始波动:-0.39,比率0.0717%
当前时间:09:35:02    当前价格:5.050000 波动价格:0.0 初始波动:-0.39,比率0.0717%
当前时间:09:35:05    当前价格:5.080000 波动价格:0.03 初始波动:-0.36,比率0.0662%
当前时间:09:35:09    当前价格:5.080000 波动价格:0.0 初始波动:-0.36,比率0.0662%
当前时间:09:35:10    当前价格:5.020000 波动价格:-0.06 初始波动:-0.42,比率0.0772%
当前时间:09:35:12    当前价格:5.060000 波动价格:0.04 初始波动:-0.38,比率0.0699%
当前时间:09:35:14    当前价格:5.022000 波动价格:-0.038 初始波动:-0.418,比率0.0768%
当前时间:09:35:15    当前价格:5.022000 波动价格:0.0 初始波动:-0.418,比率0.0768%
当前时间:09:35:16    当前价格:5.022000 波动价格:0.0 初始波动:-0.418,比率0.0768%
当前时间:09:35:20    当前价格:5.022000 波动价格:0.0 初始波动:-0.418,比率0.0768%
当前时间:09:35:22    当前价格:5.020000 波动价格:-0.002 初始波动:-0.42,比率0.0772%
当前时间:09:35:23    当前价格:5.020000 波动价格:0.0 初始波动:-0.42,比率0.0772%
当前时间:09:35:29    当前价格:5.050000 波动价格:0.03 初始波动:-0.39,比率0.0717%
当前时间:09:35:30    当前价格:5.050000 波动价格:0.0 初始波动:-0.39,比率0.0717%
当前时间:09:35:37    当前价格:5.050000 波动价格:0.0 初始波动:-0.39,比率0.0717%
当前时间:09:35:39    当前价格:5.068800 波动价格:0.0188 初始波动:-0.3712,比率0.0682%
当前时间:09:35:40    当前价格:5.050000 波动价格:-0.0188 初始波动:-0.39,比率0.0717%
当前时间:09:35:44    当前价格:5.050000 波动价格:0.0 初始波动:-0.39,比率0.0717%
当前时间:09:35:45    当前价格:5.050000 波动价格:0.0 初始波动:-0.39,比率0.0717%
当前时间:09:35:49    当前价格:5.050000 波动价格:0.0 初始波动:-0.39,比率0.0717%
当前时间:09:35:51    当前价格:5.065000 波动价格:0.015 初始波动:-0.375,比率0.0689%
当前时间:09:35:57    当前价格:5.065000 波动价格:0.0 初始波动:-0.375,比率0.0689%
当前时间:09:35:59    当前价格:5.050000 波动价格:-0.015 初始波动:-0.39,比率0.0717%
当前时间:09:36:00    当前价格:5.050000 波动价格:0.0 初始波动:-0.39,比率0.0717%
当前时间:09:36:03    当前价格:5.050000 波动价格:0.0 初始波动:-0.39,比率0.0717%
当前时间:09:36:05    当前价格:5.050000 波动价格:0.0 初始波动:-0.39,比率0.0717%
当前时间:09:36:10    当前价格:5.065000 波动价格:0.015 初始波动:-0.375,比率0.0689%
当前时间:09:36:13    当前价格:5.060000 波动价格:-0.005 初始波动:-0.38,比率0.0699%
当前时间:09:36:17    当前价格:5.064000 波动价格:0.004 初始波动:-0.376,比率0.0691%
当前时间:09:36:19    当前价格:5.070000 波动价格:0.006 初始波动:-0.37,比率0.068%
当前时间:09:36:23    当前价格:5.075000 波动价格:0.005 初始波动:-0.365,比率0.0671%
当前时间:09:36:26    当前价格:5.075000 波动价格:0.0 初始波动:-0.365,比率0.0671%
当前时间:09:36:29    当前价格:5.080000 波动价格:0.005 初始波动:-0.36,比率0.0662%
当前时间:09:36:31    当前价格:5.080000 波动价格:0.0 初始波动:-0.36,比率0.0662%
当前时间:09:36:32    当前价格:5.080000 波动价格:0.0 初始波动:-0.36,比率0.0662%
当前时间:09:36:33    当前价格:5.100000 波动价格:0.02 初始波动:-0.34,比率0.0625%
当前时间:09:36:35    当前价格:5.100000 波动价格:0.0 初始波动:-0.34,比率0.0625%
当前时间:09:36:39    当前价格:5.100100 波动价格:0.0001 初始波动:-0.3399,比率0.0625%
当前时间:09:36:43    当前价格:5.100100 波动价格:0.0 初始波动:-0.3399,比率0.0625%
当前时间:09:36:48    当前价格:5.180000 波动价格:0.0799 初始波动:-0.26,比率0.0478%
当前时间:09:36:50    当前价格:5.168000 波动价格:-0.012 初始波动:-0.272,比率0.05%
当前时间:09:36:52    当前价格:5.199000 波动价格:0.031 初始波动:-0.241,比率0.0443%
当前时间:09:36:53    当前价格:5.168000 波动价格:-0.031 初始波动:-0.272,比率0.05%
当前时间:09:36:55    当前价格:5.200000 波动价格:0.032 初始波动:-0.24,比率0.0441%
当前时间:09:36:56    当前价格:5.200000 波动价格:0.0 初始波动:-0.24,比率0.0441%
当前时间:09:36:57    当前价格:5.199000 波动价格:-0.001 初始波动:-0.241,比率0.0443%
当前时间:09:36:58    当前价格:5.200000 波动价格:0.001 初始波动:-0.24,比率0.0441%
当前时间:09:36:59    当前价格:5.220000 波动价格:0.02 初始波动:-0.22,比率0.0404%
当前时间:09:37:01    当前价格:5.200000 波动价格:-0.02 初始波动:-0.24,比率0.0441%
当前时间:09:37:02    当前价格:5.199000 波动价格:-0.001 初始波动:-0.241,比率0.0443%
当前时间:09:37:03    当前价格:5.200000 波动价格:0.001 初始波动:-0.24,比率0.0441%
当前时间:09:37:04    当前价格:5.200000 波动价格:0.0 初始波动:-0.24,比率0.0441%
当前时间:09:37:06    当前价格:5.199900 波动价格:-0.0001 初始波动:-0.2401,比率0.0441%
当前时间:09:37:07    当前价格:5.200000 波动价格:0.0001 初始波动:-0.24,比率0.0441%
当前时间:09:37:09    当前价格:5.200000 波动价格:0.0 初始波动:-0.24,比率0.0441%
当前时间:09:37:11    当前价格:5.168000 波动价格:-0.032 初始波动:-0.272,比率0.05%
当前时间:09:37:12    当前价格:5.100000 波动价格:-0.068 初始波动:-0.34,比率0.0625%
当前时间:09:37:13    当前价格:5.199000 波动价格:0.099 初始波动:-0.241,比率0.0443%
当前时间:09:37:15    当前价格:5.100000 波动价格:-0.099 初始波动:-0.34,比率0.0625%
当前时间:09:37:16    当前价格:5.190000 波动价格:0.09 初始波动:-0.25,比率0.046%
当前时间:09:37:17    当前价格:5.200000 波动价格:0.01 初始波动:-0.24,比率0.0441%
当前时间:09:37:19    当前价格:5.200000 波动价格:0.0 初始波动:-0.24,比率0.0441%
当前时间:09:37:21    当前价格:5.200000 波动价格:0.0 初始波动:-0.24,比率0.0441%
当前时间:09:37:22    当前价格:5.200000 波动价格:0.0 初始波动:-0.24,比率0.0441%
当前时间:09:37:23    当前价格:5.220000 波动价格:0.02 初始波动:-0.22,比率0.0404%
当前时间:09:37:24    当前价格:5.200000 波动价格:-0.02 初始波动:-0.24,比率0.0441%
当前时间:09:37:25    当前价格:5.200000 波动价格:0.0 初始波动:-0.24,比率0.0441%
当前时间:09:37:27    当前价格:5.200000 波动价格:0.0 初始波动:-0.24,比率0.0441%
当前时间:09:37:33    当前价格:5.200000 波动价格:0.0 初始波动:-0.24,比率0.0441%
当前时间:09:37:35    当前价格:5.200000 波动价格:0.0 初始波动:-0.24,比率0.0441%
当前时间:09:37:38    当前价格:5.199000 波动价格:-0.001 初始波动:-0.241,比率0.0443%
当前时间:09:37:39    当前价格:5.200000 波动价格:0.001 初始波动:-0.24,比率0.0441%
当前时间:09:37:41    当前价格:5.199000 波动价格:-0.001 初始波动:-0.241,比率0.0443%
当前时间:09:37:42    当前价格:5.200000 波动价格:0.001 初始波动:-0.24,比率0.0441%
当前时间:09:37:43    当前价格:5.200000 波动价格:0.0 初始波动:-0.24,比率0.0441%
当前时间:09:37:45    当前价格:5.198000 波动价格:-0.002 初始波动:-0.242,比率0.0445%
当前时间:09:37:48    当前价格:5.198000 波动价格:0.0 初始波动:-0.242,比率0.0445%
当前时间:09:37:49    当前价格:5.200000 波动价格:0.002 初始波动:-0.24,比率0.0441%
当前时间:09:37:52    当前价格:5.198000 波动价格:-0.002 初始波动:-0.242,比率0.0445%
当前时间:09:37:54    当前价格:5.200000 波动价格:0.002 初始波动:-0.24,比率0.0441%
当前时间:09:37:55    当前价格:5.200000 波动价格:0.0 初始波动:-0.24,比率0.0441%
当前时间:09:37:56    当前价格:5.200000 波动价格:0.0 初始波动:-0.24,比率0.0441%
当前时间:09:37:58    当前价格:5.200000 波动价格:0.0 初始波动:-0.24,比率0.0441%
当前时间:09:38:01    当前价格:5.200000 波动价格:0.0 初始波动:-0.24,比率0.0441%
当前时间:09:38:02    当前价格:5.210000 波动价格:0.01 初始波动:-0.23,比率0.0423%
当前时间:09:38:03    当前价格:5.140000 波动价格:-0.07 初始波动:-0.3,比率0.0551%
当前时间:09:38:08    当前价格:5.140010 波动价格:1e-05 初始波动:-0.29999,比率0.0551%
当前时间:09:38:09    当前价格:5.190000 波动价格:0.04999 初始波动:-0.25,比率0.046%
当前时间:09:38:13    当前价格:5.199000 波动价格:0.009 初始波动:-0.241,比率0.0443%
当前时间:09:38:15    当前价格:5.199000 波动价格:0.0 初始波动:-0.241,比率0.0443%
当前时间:09:38:16    当前价格:5.200000 波动价格:0.001 初始波动:-0.24,比率0.0441%
当前时间:09:38:23    当前价格:5.200000 波动价格:0.0 初始波动:-0.24,比率0.0441%
当前时间:09:38:25    当前价格:5.199000 波动价格:-0.001 初始波动:-0.241,比率0.0443%
当前时间:09:38:27    当前价格:5.200000 波动价格:0.001 初始波动:-0.24,比率0.0441%
当前时间:09:38:28    当前价格:5.199000 波动价格:-0.001 初始波动:-0.241,比率0.0443%
当前时间:09:38:29    当前价格:5.200000 波动价格:0.001 初始波动:-0.24,比率0.0441%
当前时间:09:38:33    当前价格:5.200000 波动价格:0.0 初始波动:-0.24,比率0.0441%
当前时间:09:38:36    当前价格:5.200000 波动价格:0.0 初始波动:-0.24,比率0.0441%
当前时间:09:38:38    当前价格:5.200000 波动价格:0.0 初始波动:-0.24,比率0.0441%
当前时间:09:38:39    当前价格:5.210000 波动价格:0.01 初始波动:-0.23,比率0.0423%
